"Rk.x","Player","Debut.x","Age.x","Yrs.x","G.x","MP...7.x","FG.x","FGA.x","3P.x","3PA.x","FT.x","FTA.x","ORB.x","TRB...15.x","AST...16.x","STL...17.x","BLK...18.x","TOV.x","PF.x","PTS...21.x","FG%.x","3P%.x","FT%.x","MP...25.x","PTS...26.x","TRB...27.x","AST...28.x","STL...29.x","BLK...30.x","year","first_team","Rk.y","Debut.y","Age.y","Yrs.y","G.y","MP...7.y","FG.y","FGA.y","3P.y","3PA.y","FT.y","FTA.y","ORB.y","TRB...15.y","AST...16.y","STL...17.y","BLK...18.y","TOV.y","PF.y","PTS...21.y","FG%.y","3P%.y","FT%.y","MP...25.y","PTS...26.y","TRB...27.y","AST...28.y","STL...29.y","BLK...30.y"
33,"P.J. Hairston","Nov 4, '14, CHO @ NOP",22,1,45,687,87,269,49,163,31,36,22,92,21,21,13,22,61,254,0.323,0.301,0.861,15.3,5.6,2,0.5,0.5,0.3,2014,"CHO",33,"Nov 4, '14, CHO @ NOP",22,2,111,2000,232,677,119,404,81,100,47,266,59,53,24,63,198,664,0.343,0.295,0.81,18,6,2.4,0.5,0.5,0.2
34,"Gary Harris","Nov 14, '14, DEN @ IND",20,1,55,719,66,217,21,103,35,47,21,64,29,39,7,38,71,188,0.304,0.204,0.745,13.1,3.4,1.2,0.5,0.7,0.1,2014,"DEN",34,"Nov 14, '14, DEN @ IND",20,10,570,15954,2320,5185,875,2367,780,960,329,1351,1111,641,127,616,1021,6295,0.447,0.37,0.813,28,11,2.4,1.9,1.1,0.2
35,"Joe Harris","Oct 31, '14, CLE @ CHI",23,1,51,493,48,120,31,84,9,15,7,41,26,7,2,27,62,136,0.4,0.369,0.6,9.7,2.7,0.8,0.5,0.1,0,2014,"CLE",35,"Oct 31, '14, CLE @ CHI",23,10,504,12298,1891,3949,1026,2354,377,489,264,1521,790,241,95,522,1009,5185,0.479,0.436,0.771,24.4,10.3,3,1.6,0.5,0.2
36,"Rodney Hood","Oct 29, '14, UTA vs. HOU",22,1,50,1064,155,374,62,170,61,80,9,117,83,30,12,45,119,433,0.414,0.365,0.763,21.3,8.7,2.3,1.7,0.6,0.2,2014,"UTA",36,"Oct 29, '14, UTA vs. HOU",22,8,448,10977,1688,4023,647,1770,633,753,158,1160,736,301,80,426,855,4656,0.42,0.366,0.841,24.5,10.4,2.6,1.6,0.7,0.2
37,"Joe Ingles","Oct 29, '14, UTA vs. HOU",27,1,79,1673,147,354,72,202,30,40,22,175,182,72,10,98,124,396,0.415,0.356,0.75,21.2,5,2.2,2.3,0.9,0.1,2014,"UTA",37,"Oct 29, '14, UTA vs. HOU",27,10,704,17371,2012,4491,1224,2986,459,593,220,2184,2566,620,101,1049,1261,5707,0.448,0.41,0.774,24.7,8.1,3.1,3.6,0.9,0.1
38,"Cory Jefferson","Oct 29, '14, BRK @ BOS",24,1,50,531,75,167,2,15,31,54,47,145,16,10,21,20,61,183,0.449,0.133,0.574,10.6,3.7,2.9,0.3,0.2,0.4,2014,"BRK",38,"Oct 29, '14, BRK @ BOS",24,2,58,581,84,189,2,16,35,60,53,161,16,10,22,20,69,205,0.444,0.125,0.583,10,3.5,2.8,0.3,0.2,0.4
39,"Grant Jerrett","Nov 28, '14, OKC vs. NYK",21,1,8,51,7,26,1,15,1,1,2,9,3,2,2,3,11,16,0.269,0.067,1,6.4,2,1.1,0.4,0.3,0.3,2014,"OKC",39,"Nov 28, '14, OKC vs. NYK",21,1,8,51,7,26,1,15,1,1,2,9,3,2,2,3,11,16,0.269,0.067,1,6.4,2,1.1,0.4,0.3,0.3
40,"Nick Johnson","Nov 1, '14, HOU vs. BOS",22,1,28,262,26,75,5,21,17,25,13,39,11,7,3,19,34,74,0.347,0.238,0.68,9.4,2.6,1.4,0.4,0.3,0.1,2014,"HOU",40,"Nov 1, '14, HOU vs. BOS",22,1,28,262,26,75,5,21,17,25,13,39,11,7,3,19,34,74,0.347,0.238,0.68,9.4,2.6,1.4,0.4,0.3,0.1
41,"Tyler Johnson","Jan 14, '15, MIA @ GSW",22,1,32,603,70,167,18,48,32,47,14,81,42,33,9,30,42,190,0.419,0.375,0.681,18.8,5.9,2.5,1.3,1,0.3,2014,"MIA",41,"Jan 14, '15, MIA @ GSW",22,8,354,8709,1246,2924,438,1217,539,692,187,1069,813,288,140,373,637,3469,0.426,0.36,0.779,24.6,9.8,3,2.3,0.8,0.4
42,"Sean Kilpatrick","Mar 19, '15, MIN @ NYK",25,1,4,72,7,20,4,13,4,4,1,6,4,3,0,2,3,22,0.35,0.308,1,18,5.5,1.5,1,0.8,0,2014,"MIN",42,"Mar 19, '15, MIN @ NYK",25,4,157,3082,545,1319,194,579,332,385,40,429,236,73,13,206,191,1616,0.413,0.335,0.862,19.6,10.3,2.7,1.5,0.5,0.1
43,"Alex Kirk","Nov 4, '14, CLE @ POR",23,1,5,14,1,4,0,0,2,2,1,1,1,0,0,0,1,4,0.25,NA,1,2.8,0.8,0.2,0.2,0,0,2014,"CLE",43,"Nov 4, '14, CLE @ POR",23,1,5,14,1,4,0,0,2,2,1,1,1,0,0,0,1,4,0.25,NA,1,2.8,0.8,0.2,0.2,0,0
44,"Joffrey Lauvergne","Feb 22, '15, DEN @ OKC",23,1,24,268,36,89,3,16,18,28,27,77,13,8,10,22,43,93,0.404,0.188,0.643,11.2,3.9,3.2,0.5,0.3,0.4,2014,"DEN",44,"Feb 22, '15, DEN @ OKC",23,4,208,2823,477,995,49,172,156,217,239,789,180,55,34,165,286,1159,0.479,0.285,0.719,13.6,5.6,3.8,0.9,0.3,0.2
45,"Zach LaVine","Oct 30, '14, MIN vs. DET",19,1,77,1902,286,677,57,167,149,177,27,214,276,54,10,193,158,778,0.422,0.341,0.842,24.7,10.1,2.8,3.6,0.7,0.1,2014,"MIN",45,"Oct 30, '14, MIN vs. DET",19,10,580,18859,4227,9108,1294,3386,2118,2540,271,2350,2285,513,171,1517,1255,11866,0.464,0.382,0.834,32.5,20.5,4.1,3.9,0.9,0.3
46,"Kalin Lucas","Nov 19, '14, MEM @ TOR",25,1,1,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,6,0,0,0,1,0,2014,"MEM",46,"Nov 19, '14, MEM @ TOR",25,2,2,12,0,2,0,1,2,2,0,3,1,1,0,0,2,2,0,0,1,6,1,1.5,0.5,0.5,0
47,"Devyn Marble","Oct 28, '14, ORL @ NOP",22,1,16,208,14,44,4,22,5,16,5,31,17,9,2,9,14,37,0.318,0.182,0.313,13,2.3,1.9,1.1,0.6,0.1,2014,"ORL",47,"Oct 28, '14, ORL @ NOP",22,2,44,457,35,115,12,54,15,40,11,69,29,22,3,16,39,97,0.304,0.222,0.375,10.4,2.2,1.6,0.7,0.5,0.1
48,"James Michael McAdoo","Jan 19, '15, GSW vs. DEN",22,1,15,137,24,44,0,0,14,25,15,37,2,5,9,6,21,62,0.545,NA,0.56,9.1,4.1,2.5,0.1,0.3,0.6,2014,"GSW",48,"Jan 19, '15, GSW vs. DEN",22,4,111,874,133,252,5,17,63,118,79,188,37,33,47,42,108,334,0.528,0.294,0.534,7.9,3,1.7,0.3,0.3,0.4
49,"K.J. McDaniels","Oct 29, '14, PHI @ IND",21,1,62,1352,172,434,43,150,100,133,65,200,72,44,70,105,126,487,0.396,0.287,0.752,21.8,7.9,3.2,1.2,0.7,1.1,2014,"PHI",49,"Oct 29, '14, PHI @ IND",21,3,148,2092,278,675,70,241,156,201,96,324,95,70,94,151,205,782,0.412,0.29,0.776,14.1,5.3,2.2,0.6,0.5,0.6
50,"Doug McDermott","Oct 29, '14, CHI @ NYK",23,1,36,321,43,107,13,41,10,15,6,43,6,4,1,17,29,109,0.402,0.317,0.667,8.9,3,1.2,0.2,0.1,0,2014,"CHI",50,"Oct 29, '14, CHI @ NYK",23,10,655,13230,2198,4662,940,2293,515,639,257,1434,657,142,61,430,956,5851,0.471,0.41,0.806,20.2,8.9,2.2,1,0.2,0.1
51,"Mitch McGary","Dec 14, '14, OKC vs. PHO",22,1,32,485,88,165,0,2,25,40,53,165,14,16,16,31,72,201,0.533,0,0.625,15.2,6.3,5.2,0.4,0.5,0.5,2014,"OKC",51,"Dec 14, '14, OKC vs. PHO",22,2,52,557,99,188,0,6,29,50,57,183,17,17,18,38,82,227,0.527,0,0.58,10.7,4.4,3.5,0.3,0.3,0.3
52,"Jerel McNeal","Apr 2, '15, PHO @ GSW",27,1,6,36,3,11,1,2,2,2,0,3,2,3,1,5,5,9,0.273,0.5,1,6,1.5,0.5,0.3,0.5,0.2,2014,"PHO",52,"Apr 2, '15, PHO @ GSW",27,1,6,36,3,11,1,2,2,2,0,3,2,3,1,5,5,9,0.273,0.5,1,6,1.5,0.5,0.3,0.5,0.2
53,"Elijah Millsap","Jan 5, '15, UTA vs. IND",27,1,47,924,81,238,28,90,58,86,28,150,58,56,16,67,124,248,0.34,0.311,0.674,19.7,5.3,3.2,1.2,1.2,0.3,2014,"UTA",53,"Jan 5, '15, UTA vs. IND",27,3,69,1120,93,284,29,104,72,106,37,191,78,63,19,78,159,287,0.327,0.279,0.679,16.2,4.2,2.8,1.1,0.9,0.3
54,"Nikola Mirotić","Oct 29, '14, CHI @ NYK",23,1,82,1654,253,624,99,313,228,284,63,404,97,54,54,89,172,833,0.405,0.316,0.803,20.2,10.2,4.9,1.2,0.7,0.7,2014,"CHI",54,"Oct 29, '14, CHI @ NYK",23,5,319,7718,1303,3084,614,1712,690,854,301,1894,407,240,228,381,666,3910,0.423,0.359,0.808,24.2,12.3,5.9,1.3,0.8,0.7
55,"Eric Moreland","Nov 26, '14, SAC @ HOU",23,1,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,NA,NA,0.7,0.7,0.3,0,0,0,2014,"SAC",55,"Nov 26, '14, SAC @ HOU",23,4,83,898,73,136,1,1,13,33,88,310,83,32,56,50,130,160,0.537,1,0.394,10.8,1.9,3.7,1,0.4,0.7
56,"Shabazz Napier","Oct 29, '14, MIA vs. WAS",23,1,51,1012,87,228,43,118,44,56,17,113,130,40,4,81,76,261,0.382,0.364,0.786,19.8,5.1,2.2,2.5,0.8,0.1,2014,"MIA",56,"Oct 29, '14, MIA vs. WAS",23,6,345,5986,808,2034,345,1000,472,579,104,657,849,286,48,452,404,2433,0.397,0.345,0.815,17.4,7.1,1.9,2.5,0.8,0.1
57,"Nerlens Noel","Oct 29, '14, PHI @ IND",20,1,75,2311,302,653,0,0,140,230,185,611,128,133,142,146,208,744,0.462,NA,0.609,30.8,9.9,8.1,1.7,1.8,1.9,2014,"PHI",57,"Oct 29, '14, PHI @ IND",20,9,467,10281,1375,2518,3,15,585,893,898,2835,501,588,683,593,1192,3338,0.546,0.2,0.655,22,7.1,6.1,1.1,1.3,1.5
58,"Lucas Nogueira","Nov 21, '14, TOR vs. MIL",22,1,6,23,2,8,0,0,2,4,2,11,1,2,0,2,6,6,0.25,NA,0.5,3.8,1,1.8,0.2,0.3,0,2014,"TOR",58,"Nov 21, '14, TOR vs. MIL",22,4,141,1754,182,288,9,34,73,114,120,388,72,89,144,75,221,446,0.632,0.265,0.64,12.4,3.2,2.8,0.5,0.6,1
59,"Jusuf Nurkić","Oct 29, '14, DEN vs. DET",20,1,62,1103,171,383,0,2,84,132,125,382,50,52,68,86,207,426,0.446,0,0.636,17.8,6.9,6.2,0.8,0.8,1.1,2014,"DEN",59,"Oct 29, '14, DEN vs. DET",20,10,539,13284,2571,5110,97,347,1299,1948,1390,4821,1353,496,613,1164,1726,6538,0.503,0.28,0.667,24.6,12.1,8.9,2.5,0.9,1.1
60,"Johnny O'Bryant","Dec 17, '14, MIL @ POR",21,1,34,368,44,120,0,0,12,27,26,64,17,5,4,25,44,100,0.367,NA,0.444,10.8,2.9,1.9,0.5,0.1,0.1,2014,"MIL",60,"Dec 17, '14, MIL @ POR",21,4,147,1684,213,530,18,50,65,98,129,352,69,32,19,77,199,509,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.1
61,"Kostas Papanikolaou","Oct 28, '14, HOU @ LAL",24,1,43,795,69,197,31,106,13,18,39,118,85,29,13,55,71,182,0.35,0.292,0.722,18.5,4.2,2.7,2,0.7,0.3,2014,"HOU",61,"Oct 28, '14, HOU @ LAL",24,2,69,1089,93,263,41,138,22,32,47,158,101,42,18,76,95,249,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.6,0.3
62,"Jabari Parker","Oct 29, '14, MIL @ CHO",19,1,25,738,129,263,4,16,46,66,50,138,42,31,5,47,42,308,0.49,0.25,0.697,29.5,12.3,5.5,1.7,1.2,0.2,2014,"MIL",62,"Oct 29, '14, MIL @ CHO",19,8,310,8535,1767,3579,212,651,634,853,449,1703,610,271,118,534,627,4380,0.494,0.326,0.743,27.5,14.1,5.5,2,0.9,0.4
63,"Adreian Payne","Dec 26, '14, ATL vs. MIL",23,1,32,739,91,220,1,9,30,46,48,162,30,19,9,44,88,213,0.414,0.111,0.652,23.1,6.7,5.1,0.9,0.6,0.3,2014,"ATL",63,"Dec 26, '14, ATL vs. MIL",23,4,107,1403,174,429,15,59,66,97,79,315,66,45,27,90,203,429,0.406,0.254,0.68,13.1,4,2.9,0.6,0.4,0.3
64,"Elfrid Payton","Oct 28, '14, ORL @ NOP",20,1,82,2489,301,708,11,42,118,214,107,349,533,142,20,203,193,731,0.425,0.262,0.551,30.4,8.9,4.3,6.5,1.7,0.2,2014,"ORL",64,"Oct 28, '14, ORL @ NOP",20,8,500,13383,2086,4666,190,662,674,1082,523,2007,2868,588,151,1084,1000,5036,0.447,0.287,0.623,26.8,10.1,4,5.7,1.2,0.3
65,"Dwight Powell","Nov 14, '14, BOS vs. CLE",23,1,29,236,31,67,3,11,25,33,18,50,9,9,6,11,40,90,0.463,0.273,0.758,8.1,3.1,1.7,0.3,0.3,0.2,2014,"BOS",65,"Nov 14, '14, BOS vs. CLE",23,10,650,12014,1720,2855,122,417,1078,1459,1044,2877,677,398,288,448,1459,4640,0.602,0.293,0.739,18.5,7.1,4.4,1,0.6,0.4
66,"Julius Randle","Oct 28, '14, LAL vs. HOU",20,1,1,14,1,3,0,0,0,2,0,0,0,0,0,1,1,2,0.333,NA,0,14,2,0,0,0,0,2014,"LAL",66,"Oct 28, '14, LAL vs. HOU",20,10,641,20512,4441,9445,742,2229,2605,3481,1265,6004,2387,439,268,1798,1977,12229,0.47,0.333,0.748,32,19.1,9.4,3.7,0.7,0.4
67,"Glenn Robinson III","Nov 14, '14, MIN @ NOP",21,1,35,261,26,67,5,19,16,24,15,39,11,6,1,11,15,73,0.388,0.263,0.667,7.5,2.1,1.1,0.3,0.2,0,2014,"MIN",67,"Nov 14, '14, MIN @ NOP",21,7,304,5299,689,1508,193,518,233,299,204,776,238,149,58,155,281,1804,0.457,0.373,0.779,17.4,5.9,2.6,0.8,0.5,0.2
68,"Damjan Rudež","Oct 29, '14, IND vs. PHI",28,1,68,1047,119,263,69,170,16,23,8,47,53,16,5,47,79,323,0.452,0.406,0.696,15.4,4.8,0.7,0.8,0.2,0.1,2014,"IND",68,"Oct 29, '14, IND vs. PHI",28,3,146,1638,175,413,106,284,24,31,18,92,84,31,7,69,143,480,0.424,0.373,0.774,11.2,3.3,0.6,0.6,0.2,0
69,"JaKarr Sampson","Oct 29, '14, PHI @ IND",21,1,74,1131,146,346,31,127,63,94,35,163,77,38,26,76,135,386,0.422,0.244,0.67,15.3,5.2,2.2,1,0.5,0.4,2014,"PHI",69,"Oct 29, '14, PHI @ IND",21,6,236,3549,483,1026,60,242,207,309,154,628,161,91,110,188,449,1233,0.471,0.248,0.67,15,5.2,2.7,0.7,0.4,0.5
70,"Marcus Smart","Oct 29, '14, BOS vs. BRK",20,1,67,1808,175,477,91,272,82,127,61,222,208,99,18,90,176,523,0.367,0.335,0.646,27,7.8,3.3,3.1,1.5,0.3,2014,"BOS",70,"Oct 29, '14, BOS vs. BRK",20,10,601,18046,2167,5586,953,2953,1143,1472,487,2111,2786,955,219,1144,1558,6430,0.388,0.323,0.776,30,10.7,3.5,4.6,1.6,0.4
71,"Russ Smith","Nov 4, '14, NOP vs. CHO",23,1,12,65,8,25,2,11,12,13,1,6,8,3,0,12,13,30,0.32,0.182,0.923,5.4,2.5,0.5,0.7,0.3,0,2014,"NOP",71,"Nov 4, '14, NOP vs. CHO",23,2,27,131,15,47,3,16,20,26,2,15,19,8,1,19,18,53,0.319,0.188,0.769,4.9,2,0.6,0.7,0.3,0
72,"Nik Stauskas","Oct 29, '14, SAC vs. GSW",21,1,73,1127,108,296,48,149,55,64,11,88,67,20,17,40,92,319,0.365,0.322,0.859,15.4,4.4,1.2,0.9,0.3,0.2,2014,"SAC",72,"Oct 29, '14, SAC vs. GSW",21,6,343,6701,770,1981,400,1131,350,431,78,691,515,139,80,340,426,2290,0.389,0.354,0.812,19.5,6.7,2,1.5,0.4,0.2
73,"David Stockton","Feb 21, '15, SAC @ LAC",23,1,3,33,2,6,1,2,3,6,0,2,9,2,0,4,1,8,0.333,0.5,0.5,11,2.7,0.7,3,0.7,0,2014,"SAC",73,"Feb 21, '15, SAC @ LAC",23,2,6,42,4,9,3,5,7,10,0,2,9,2,0,5,4,18,0.444,0.6,0.7,7,3,0.3,1.5,0.3,0
74,"Jarnell Stokes","Nov 17, '14, MEM vs. HOU",21,1,19,126,21,37,0,0,15,28,16,34,4,5,5,7,25,57,0.568,NA,0.536,6.6,3,1.8,0.2,0.3,0.3,2014,"MEM",74,"Nov 17, '14, MEM vs. HOU",21,3,28,151,25,43,0,0,17,32,18,40,7,7,5,7,29,67,0.581,NA,0.531,5.4,2.4,1.4,0.3,0.3,0.2
75,"Noah Vonleh","Nov 15, '14, CHO @ GSW",19,1,25,259,30,76,5,13,18,26,28,86,4,4,9,11,20,83,0.395,0.385,0.692,10.4,3.3,3.4,0.2,0.2,0.4,2014,"CHO",75,"Nov 15, '14, CHO @ GSW",19,8,362,5854,651,1417,93,303,290,419,488,1790,264,139,144,278,645,1685,0.459,0.307,0.692,16.2,4.7,4.9,0.7,0.4,0.4
76,"T.J. Warren","Nov 9, '14, PHO vs. GSW",21,1,40,614,113,214,5,21,14,19,41,85,25,18,9,27,51,245,0.528,0.238,0.737,15.4,6.1,2.1,0.6,0.5,0.2,2014,"PHO",76,"Nov 9, '14, PHO vs. GSW",21,9,385,10365,2274,4502,271,772,678,869,480,1515,446,353,181,365,867,5497,0.505,0.351,0.78,26.9,14.3,3.9,1.2,0.9,0.5
77,"David Wear","Mar 30, '15, SAC @ MEM",24,1,2,7,0,2,0,1,0,0,2,2,1,0,0,0,1,0,0,0,NA,3.5,0,1,0.5,0,0,2014,"SAC",77,"Mar 30, '15, SAC @ MEM",24,1,2,7,0,2,0,1,0,0,2,2,1,0,0,0,1,0,0,0,NA,3.5,0,1,0.5,0,0
78,"Travis Wear","Oct 29, '14, NYK vs. CHI",24,1,51,672,84,209,11,30,20,26,31,106,40,15,11,35,55,199,0.402,0.367,0.769,13.2,3.9,2.1,0.8,0.3,0.2,2014,"NYK",78,"Oct 29, '14, NYK vs. CHI",24,2,68,900,109,281,28,77,28,34,31,144,47,19,16,41,85,274,0.388,0.364,0.824,13.2,4,2.1,0.7,0.3,0.2
79,"Shayne Whittington","Nov 8, '14, IND vs. WAS",23,1,20,108,19,42,1,6,18,23,10,29,6,5,2,5,18,57,0.452,0.167,0.783,5.4,2.9,1.5,0.3,0.3,0.1,2014,"IND",79,"Nov 8, '14, IND vs. WAS",23,2,27,149,24,53,1,8,19,25,15,41,9,6,3,10,25,68,0.453,0.125,0.76,5.5,2.5,1.5,0.3,0.2,0.1
80,"Andrew Wiggins","Oct 29, '14, MIN @ MEM",19,1,82,2969,497,1137,39,126,354,466,134,374,170,86,50,177,190,1387,0.437,0.31,0.76,36.2,16.9,4.6,2.1,1,0.6,2014,"MIN",80,"Oct 29, '14, MIN @ MEM",19,10,706,24045,4887,10874,1017,2871,2300,3185,908,3156,1597,682,468,1326,1552,13091,0.449,0.354,0.722,34.1,18.5,4.5,2.3,1,0.7
81,"C.J. Wilcox","Dec 3, '14, LAC vs. ORL",24,1,21,101,16,38,7,19,2,2,1,7,8,3,1,10,7,41,0.421,0.368,1,4.8,2,0.3,0.4,0.1,0,2014,"LAC",81,"Dec 3, '14, LAC vs. ORL",24,3,66,376,50,135,19,57,13,16,6,31,30,15,4,18,30,132,0.37,0.333,0.813,5.7,2,0.5,0.5,0.2,0.1
82,"James Young","Nov 1, '14, BOS @ HOU",19,1,31,332,36,102,17,66,16,29,9,42,13,8,2,5,22,105,0.353,0.258,0.552,10.7,3.4,1.4,0.4,0.3,0.1,2014,"BOS",82,"Nov 1, '14, BOS @ HOU",19,4,95,812,77,210,38,137,27,48,19,96,28,24,5,15,58,219,0.367,0.277,0.563,8.5,2.3,1,0.3,0.3,0.1
1,"Cliff Alexander","Nov 15, '15, POR @ CHO",20,1,8,36,5,10,0,0,0,0,2,6,0,1,2,1,1,10,0.5,NA,NA,4.5,1.3,0.8,0,0.1,0.3,2015,"POR",1,"Nov 15, '15, POR @ CHO",20,1,8,36,5,10,0,0,0,0,2,6,0,1,2,1,1,10,0.5,NA,NA,4.5,1.3,0.8,0,0.1,0.3
2,"Justin Anderson","Oct 28, '15, DAL @ PHO",22,1,55,647,71,175,22,83,44,55,18,132,29,19,25,24,45,208,0.406,0.265,0.8,11.8,3.8,2.4,0.5,0.3,0.5,2015,"DAL",2,"Oct 28, '15, DAL @ PHO",22,6,242,3280,454,1106,159,545,217,280,141,621,184,105,80,141,291,1284,0.41,0.292,0.775,13.6,5.3,2.6,0.8,0.4,0.3
3,"Thanasis Antetokounmpo","Jan 29, '16, NYK vs. PHO",23,1,2,6,3,4,0,1,0,0,0,1,0,0,0,0,2,6,0.75,0,NA,3,3,0.5,0,0,0,2015,"NYK",3,"Jan 29, '16, NYK vs. PHO",23,6,198,1520,200,393,9,63,72,136,128,307,115,55,31,107,208,481,0.509,0.143,0.529,7.7,2.4,1.6,0.6,0.3,0.2
4,"Keith Appling","Jan 18, '16, ORL @ ATL",23,1,5,27,2,8,0,3,2,2,0,1,1,1,0,3,5,6,0.25,0,1,5.4,1.2,0.2,0.2,0.2,0,2015,"ORL",4,"Jan 18, '16, ORL @ ATL",23,1,5,27,2,8,0,3,2,2,0,1,1,1,0,3,5,6,0.25,0,1,5.4,1.2,0.2,0.2,0.2,0
5,"Nemanja Bjelica","Oct 28, '15, MIN @ LAL",27,1,60,1075,110,235,48,125,40,55,49,210,83,26,21,47,154,308,0.468,0.384,0.727,17.9,5.1,3.5,1.4,0.4,0.4,2015,"MIN",5,"Oct 28, '15, MIN @ LAL",27,7,449,9172,1279,2746,498,1296,356,469,486,2051,826,288,184,459,1058,3412,0.466,0.384,0.759,20.4,7.6,4.6,1.8,0.6,0.4
6,"Devin Booker","Oct 28, '15, PHO vs. DAL",19,1,76,2108,367,867,99,289,215,256,27,187,200,44,20,160,225,1048,0.423,0.343,0.84,27.7,13.8,2.5,2.6,0.6,0.3,2015,"PHO",6,"Oct 28, '15, PHO vs. DAL",19,9,598,20354,5095,10970,1241,3473,3098,3559,348,2413,2993,510,174,1815,1774,14529,0.464,0.357,0.87,34,24.3,4,5,0.9,0.3
7,"Anthony Brown","Oct 30, '15, LAL @ SAC",23,1,29,599,39,126,20,70,17,20,9,70,19,14,5,15,34,115,0.31,0.286,0.85,20.7,4,2.4,0.7,0.5,0.2,2015,"LAL",7,"Oct 30, '15, LAL @ SAC",23,3,41,762,58,177,28,98,17,20,17,103,28,19,6,21,49,161,0.328,0.286,0.85,18.6,3.9,2.5,0.7,0.5,0.1
8,"Willie Cauley-Stein","Oct 28, '15, SAC vs. LAC",22,1,66,1412,191,339,0,2,81,125,134,352,37,48,66,46,146,463,0.563,0,0.648,21.4,7,5.3,0.6,0.7,1,2015,"SAC",8,"Oct 28, '15, SAC vs. LAC",22,7,422,9276,1552,2853,6,32,565,923,694,2470,598,350,335,384,974,3675,0.544,0.188,0.612,22,8.7,5.9,1.4,0.8,0.8
9,"Rakeem Christmas","Apr 13, '16, IND @ MIL",24,1,1,6,2,2,0,0,0,0,1,1,0,0,0,0,1,4,1,NA,NA,6,4,1,0,0,0,2015,"IND",9,"Apr 13, '16, IND @ MIL",24,2,30,225,21,45,0,0,21,29,27,57,4,3,6,8,38,63,0.467,NA,0.724,7.5,2.1,1.9,0.1,0.1,0.2
10,"Coty Clarke","Mar 15, '16, BOS @ IND",23,1,3,6,2,4,2,2,0,0,0,1,0,0,0,1,0,6,0.5,1,NA,2,2,0.3,0,0,0,2015,"BOS",10,"Mar 15, '16, BOS @ IND",23,1,3,6,2,4,2,2,0,0,0,1,0,0,0,1,0,6,0.5,1,NA,2,2,0.3,0,0,0
11,"Pat Connaughton","Oct 30, '15, POR @ PHO",23,1,34,143,13,49,5,21,5,5,11,32,10,2,0,10,6,36,0.265,0.238,1,4.2,1.1,0.9,0.3,0.1,0,2015,"POR",11,"Oct 30, '15, POR @ PHO",23,9,554,10836,1226,2813,655,1832,256,331,387,1914,759,274,148,305,653,3363,0.436,0.358,0.773,19.6,6.1,3.5,1.4,0.5,0.3
12,"Branden Dawson","Dec 28, '15, LAC @ WAS",22,1,6,29,2,5,0,0,1,1,2,4,0,0,1,0,2,5,0.4,NA,1,4.8,0.8,0.7,0,0,0.2,2015,"LAC",12,"Dec 28, '15, LAC @ WAS",22,1,6,29,2,5,0,0,1,1,2,4,0,0,1,0,2,5,0.4,NA,1,4.8,0.8,0.7,0,0,0.2
13,"Bryce Dejean-Jones","Jan 21, '16, NOP vs. DET",23,1,14,279,28,69,12,32,11,21,8,48,15,10,2,11,17,79,0.406,0.375,0.524,19.9,5.6,3.4,1.1,0.7,0.1,2015,"NOP",13,"Jan 21, '16, NOP vs. DET",23,1,14,279,28,69,12,32,11,21,8,48,15,10,2,11,17,79,0.406,0.375,0.524,19.9,5.6,3.4,1.1,0.7,0.1
14,"Sam Dekker","Oct 28, '15, HOU vs. DEN",21,1,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,2,0,0.3,0,0.3,0,2015,"HOU",14,"Oct 28, '15, HOU vs. DEN",21,5,201,3097,451,944,89,309,103,170,191,607,160,101,37,98,201,1094,0.478,0.288,0.606,15.4,5.4,3,0.8,0.5,0.2
15,"Duje Dukan","Apr 13, '16, SAC @ HOU",24,1,1,24,2,10,2,5,0,0,2,4,1,1,0,0,2,6,0.2,0.4,NA,24,6,4,1,1,0,2015,"SAC",15,"Apr 13, '16, SAC @ HOU",24,1,1,24,2,10,2,5,0,0,2,4,1,1,0,0,2,6,0.2,0.4,NA,24,6,4,1,1,0
16,"Jarell Eddie","Dec 26, '15, WAS @ BRK",24,1,26,147,20,65,15,47,8,8,2,23,5,5,1,1,5,63,0.308,0.319,1,5.7,2.4,0.9,0.2,0.2,0,2015,"WAS",16,"Dec 26, '15, WAS @ BRK",24,3,34,218,26,86,19,65,16,17,3,31,5,7,1,2,6,87,0.302,0.292,0.941,6.4,2.6,0.9,0.1,0.2,0
17,"Cristiano Felício","Nov 9, '15, CHI @ PHI",23,1,31,321,40,72,0,4,25,35,30,102,26,6,13,13,31,105,0.556,0,0.714,10.4,3.4,3.3,0.8,0.2,0.4,2015,"CHI",17,"Nov 9, '15, CHI @ PHI",23,6,252,3554,431,754,0,14,216,321,381,992,183,72,50,155,358,1078,0.572,0,0.673,14.1,4.3,3.9,0.7,0.3,0.2
