"X","X.1","X.2","X.3","X.4","X.5","Totals","Totals.1","Totals.2","Totals.3","Totals.4","Shooting","Shooting.1","Shooting.2","Per.Game","Per.Game.1","Per.Game.2","Per.Game.3","Advanced","Advanced.1","Advanced.2","Advanced.3","Team"
"1981","NBA","3","52","Rudy Macklin","LSU","160","2752","1030","464","121",".449",".000",".776","17.2","6.4","2.9","0.8","3.2",".056","-3.5","-1.1","ATL"
"1981","NBA","4","75","Kevin Figaro","Louisiana","","","","","","","","","","","","","","","","","ATL"
"1981","NBA","5","98","Steve Krafcisin","Iowa","","","","","","","","","","","","","","","","","ATL"
"1981","NBA","6","121","Darryl Warwick","Hampton","","","","","","","","","","","","","","","","","ATL"
"1981","NBA","7","144","Kevin Vesey","Iona College","","","","","","","","","","","","","","","","","ATL"
"1981","NBA","8","167","Gilbert Salinas","Notre Dame","","","","","","","","","","","","","","","","","ATL"
"1981","NBA","9","189","Howard Thompkins","Wagner College","","","","","","","","","","","","","","","","","ATL"
"1981","NBA","10","209","Mike Frazier","Georgetown","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1980","NBA","1","18","Don Collins","Washington State","303","6134","2983","837","546",".485",".069",".749","20.2","9.8","2.8","1.8","10.5",".082","0.2","3.5","ATL"
"1980","NBA","2","28","Craig Shelton","Georgetown","59","607","240","141","27",".453",".000",".600","10.3","4.1","2.4","0.5","0.0","-0.001","-6.4","-0.7","ATL"
"1980","NBA","5","110","Mike Doyle","South Carolina","","","","","","","","","","","","","","","","","ATL"
"1980","NBA","6","133","Mike Zagardo","George Washington","","","","","","","","","","","","","","","","","ATL"
"1980","NBA","7","156","Charles Hightower","Dillard University","","","","","","","","","","","","","","","","","ATL"
"1980","NBA","9","195","Stanley Lamb","Franciscan University of Steubenville","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1979","NBA","2","35","James Bradley","Memphis","","","","","","","","","","","","","","","","","ATL"
"1979","NBA","2","38","Larry Wilson","Nicholls State","","","","","","","","","","","","","","","","","ATL"
"1979","NBA","3","57","Don Marsh","Franklin & Marshall College","","","","","","","","","","","","","","","","","ATL"
"1979","NBA","5","101","Tiny Pinder","NC State","","","","","","","","","","","","","","","","","ATL"
"1979","NBA","6","121","Dwight Williams","Gardner-Webb University","","","","","","","","","","","","","","","","","ATL"
"1979","NBA","7","141","Tim Waterman","St. Bonaventure","","","","","","","","","","","","","","","","","ATL"
"1979","NBA","8","160","John Goedeke","UMBC","","","","","","","","","","","","","","","","","ATL"
"1979","NBA","9","178","Cedric Oliver","Hamilton College","","","","","","","","","","","","","","","","","ATL"
"1979","NBA","10","196","Chad Nelson","Drake University","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1978","NBA","1","10","Butch Lee","Marquette","96","1834","773","137","307",".450","",".761","19.1","8.1","1.4","3.2","2.4",".062","-1.2","0.3","ATL"
"1978","NBA","1","16","Jack Givens","Kentucky","156","2601","1040","456","142",".401","",".791","16.7","6.7","2.9","0.9","4.3",".079","-1.1","0.6","ATL"
"1978","NBA","2","25","Rick Wilson","Louisville","66","648","194","79","83",".393","",".560","9.8","2.9","1.2","1.3","0.2",".013","-1.9","0.0","ATL"
"1978","NBA","3","54","Steve Grant","Manhattan College","","","","","","","","","","","","","","","","","ATL"
"1978","NBA","5","98","Chris Potter","Holy Cross","","","","","","","","","","","","","","","","","ATL"
"1978","NBA","6","120","Gerald Glover","Howard University","","","","","","","","","","","","","","","","","ATL"
"1978","NBA","7","141","Jim DeWeese","Gonzaga","","","","","","","","","","","","","","","","","ATL"
"1978","NBA","8","160","Ed Murphy","Merrimack College","","","","","","","","","","","","","","","","","ATL"
"1978","NBA","9","177","Maurice Robinson","West Virginia","","","","","","","","","","","","","","","","","ATL"
"1978","NBA","10","192","Marshall Lester","Florida Southern College","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1977","NBA","1","14","Tree Rollins","Clemson","1156","24028","6249","6750","660",".522","",".700","20.8","5.4","5.8","0.6","63.9",".128","1.1","18.8","ATL"
"1977","NBA","3","48","Sam Smith","UNLV","46","621","315","63","58",".419","",".862","13.5","6.8","1.4","1.3","1.1",".082","-1.0","0.2","ATL"
"1977","NBA","3","49","Eddie Johnson","Auburn","675","19975","10163","1522","3436",".476","",".791","29.6","15.1","2.3","5.1","41.0",".098","0.4","12.1","ATL"
"1977","NBA","4","70","Dave Bormann","Gardner-Webb University","","","","","","","","","","","","","","","","","ATL"
"1977","NBA","5","92","Bill Gordon","Chattanooga","","","","","","","","","","","","","","","","","ATL"
"1977","NBA","6","114","Calvin Crews","Louisiana","","","","","","","","","","","","","","","","","ATL"
"1977","NBA","7","135","James Holliman","Arizona State","","","","","","","","","","","","","","","","","ATL"
"1977","NBA","8","155","Verne Thompson","BYU","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1976","NBA","1","9","Armond Hill","Princeton","468","11785","3214","917","2194",".408","",".829","25.2","6.9","2.0","4.7","11.3",".046","-2.3","-0.9","ATL"
"1976","NBA","2","28","Bob Carrington","Boston College","82","1787","672","187","120",".428","",".760","21.8","8.2","2.3","1.5","1.3",".036","-3.2","-0.6","ATL"
"1976","NBA","3","46","Larry Cooke","Virginia Tech","","","","","","","","","","","","","","","","","ATL"
"1976","NBA","4","53","Tom Barker","Hawaii","98","1830","639","520","75",".422","",".692","18.7","6.5","5.3","0.8","1.3",".034","-3.8","-0.9","ATL"
"1976","NBA","5","70","Ron Davis","Washington State","78","951","417","139","53",".420","",".571","12.2","5.3","1.8","0.7","0.1",".007","-3.6","-0.5","ATL"
"1976","NBA","5","82","Connie White","California","","","","","","","","","","","","","","","","","ATL"
"1976","NBA","6","88","Pete Padgett","Nevada","","","","","","","","","","","","","","","","","ATL"
"1976","NBA","7","106","Carl Gerlach","Kansas State","","","","","","","","","","","","","","","","","ATL"
"1976","NBA","8","124","Doug Terry","Utah","","","","","","","","","","","","","","","","","ATL"
"1976","NBA","9","142","Bob Kovach","San Diego State","","","","","","","","","","","","","","","","","ATL"
"1976","NBA","10","159","Mike Dickerson","South Florida","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1975","NBA","1","1","David Thompson (↳DNA)","NC State","509","16305","11264","1921","1631",".504","",".778","32.0","22.1","3.8","3.2","50.8",".150","2.1","16.8","ATL"
"1975","NBA","1","3","Marvin Webster","Morgan State University","579","12966","4137","4044","722",".489","",".617","22.4","7.1","7.0","1.2","28.1",".104","-0.1","6.2","ATL"
"1975","NBA","2","19","Bill Willoughby","","488","8647","2930","1891","413",".470","",".750","17.7","6.0","3.9","0.8","13.3",".074","-1.5","1.2","ATL"
"1975","NBA","4","57","Monte Towe","NC State","51","409","130","34","87",".406","",".720","8.0","2.5","0.7","1.7","0.1",".013","-4.5","-0.3","ATL"
"1975","NBA","5","75","Wilbur Holland","New Orleans","276","8171","3760","842","922",".452","",".799","29.6","13.6","3.1","3.3","14.0",".082","-0.4","3.3","ATL"
"1975","NBA","6","93","Danny Williams","Ole Miss","","","","","","","","","","","","","","","","","ATL"
"1975","NBA","7","111","Gus Johnson","Winona State University","","","","","","","","","","","","","","","","","ATL"
"1975","NBA","8","129","Oscar Jackson","Duquesne","","","","","","","","","","","","","","","","","ATL"
"1975","NBA","9","146","Dave Schlesser","Morningside College","","","","","","","","","","","","","","","","","ATL"
"1975","NBA","10","162","Vic Kelly","Hawaii","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1974","NBA","1","7","Tom Henderson","Hawaii","650","17690","6088","1494","3136",".433","",".739","27.2","9.4","2.3","4.8","22.1",".060","-1.0","4.4","ATL"
"1974","NBA","1","10","Mike Sojourner","Utah","191","4282","1658","1237","172",".480","",".671","22.4","8.7","6.5","0.9","8.2",".092","-1.0","1.1","ATL"
"1974","NBA","2","25","John Drew","Gardner-Webb University","739","21828","15291","5088","1224",".470","",".748","29.5","20.7","6.9","1.7","68.9",".152","1.4","18.7","ATL"
"1974","NBA","3","43","Darrell Elston (↳VIR)","UNC","5","40","5","6","2",".143","",".500","8.0","1.0","1.2","0.4","-0.2","-0.218","-6.3","-0.1","ATL"
"1974","NBA","4","61","Ed Palubinskas","LSU","","","","","","","","","","","","","","","","","ATL"
"1974","NBA","5","79","Tyrone Medley","Utah","","","","","","","","","","","","","","","","","ATL"
"1974","NBA","6","97","Sam Hervey","SMU","","","","","","","","","","","","","","","","","ATL"
"1974","NBA","7","115","Greg Lee","UCLA","5","35","6","2","11",".500","","1.000","7.0","1.2","0.4","2.2","0.0",".041","-3.5","0.0","ATL"
"1974","NBA","8","133","Bill Butler","Louisville","","","","","","","","","","","","","","","","","ATL"
"1974","NBA","9","151","Lon Kruger","Kansas State","","","","","","","","","","","","","","","","","ATL"
"1974","NBA","10","168","Brendy Lee","Nebraska","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1973","NBA","1","9","Dwight Jones","Houston","766","16452","6230","4513","911",".471","",".740","21.5","8.1","5.9","1.2","27.6",".081","-1.6","1.6","ATL"
"1973","NBA","1","10","John Brown","Missouri","486","10108","3614","2126","703",".453","",".783","20.8","7.4","4.4","1.4","16.2",".077","-2.1","-0.4","ATL"
"1973","NBA","2","27","Tom Ingelsby","Villanova","48","398","129","44","37",".382","",".784","8.3","2.7","0.9","0.8","0.1",".014","-3.4","-0.1","ATL"
"1973","NBA","3","36","Ted Manakas","Princeton","5","45","12","3","2",".400","","1.000","9.0","2.4","0.6","0.4","0.0",".014","-4.1","0.0","ATL"
"1973","NBA","3","45","Leonard Gray","Cal State Long Beach","224","6058","2408","1169","490",".469","",".739","27.0","10.8","5.2","2.2","9.9",".079","-1.4","0.9","ATL"
"1973","NBA","4","62","James Brown","Harvard University","","","","","","","","","","","","","","","","","ATL"
"1973","NBA","5","79","Dave Winfield","Minnesota","","","","","","","","","","","","","","","","","ATL"
"1973","NBA","6","96","John Williamson","New Mexico State","288","9149","5802","722","813",".449","",".833","31.8","20.1","2.5","2.8","13.4",".070","-1.4","1.3","ATL"
"1973","NBA","7","113","Pete Harris","Stephen F. Austin","","","","","","","","","","","","","","","","","ATL"
"1973","NBA","8","130","Tim Dominey","Valdosta State University","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1972","NBA","2","21","Steve Bracey","Tulsa","187","2853","1141","291","408",".466","",".684","15.3","6.1","1.6","2.2","3.9",".066","-2.5","-0.2","ATL"
"1972","NBA","4","55","Reggie Bird","Princeton","","","","","","","","","","","","","","","","","ATL"
"1972","NBA","5","71","Bob Lackey","Marquette","","","","","","","","","","","","","","","","","ATL"
"1972","NBA","6","88","Randy Noll","Marshall","","","","","","","","","","","","","","","","","ATL"
"1972","NBA","7","105","Billy Pleas","Detroit Mercy","","","","","","","","","","","","","","","","","ATL"
"1972","NBA","8","121","Oscar Evans","Butler","","","","","","","","","","","","","","","","","ATL"
"1972","NBA","9","136","Larry Strozier","Morehouse College","","","","","","","","","","","","","","","","","ATL"
"1972","NBA","10","149","Jim Clesson","Tulsa","","","","","","","","","","","","","","","","","ATL"
"1972","NBA","11","160","Charles Allen","Texas Southern","","","","","","","","","","","","","","","","","ATL"
"1972","NBA","12","169","James Green","Paine College","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1971","NBA","1","5","George Trapp","Cal State Long Beach","379","6863","3353","1466","375",".444","",".752","18.1","8.8","3.9","1.0","8.4",".059","-2.6","-0.6","ATL"
"1971","NBA","2","22","Ted McClain","Tennessee State","178","3487","1058","410","541",".447","",".786","19.6","5.9","2.3","3.0","4.0",".055","-1.9","0.1","ATL"
"1971","NBA","3","39","Jeff Halliburton","Drake University","92","1075","562","145","116",".440","",".814","11.7","6.1","1.6","1.3","1.4",".061","","","ATL"
"1971","NBA","4","56","Jim Welch","Houston","","","","","","","","","","","","","","","","","ATL"
"1971","NBA","6","90","Willie Humes","Idaho","","","","","","","","","","","","","","","","","ATL"
"1971","NBA","7","107","Mike Jordan","Savannah State University","","","","","","","","","","","","","","","","","ATL"
"1971","NBA","8","124","Jim Smith","Kentucky Wesleyan College","","","","","","","","","","","","","","","","","ATL"
"1971","NBA","9","140","Ernie Fleming","Jacksonville University","","","","","","","","","","","","","","","","","ATL"
"1971","NBA","10","156","Ron Rippetoe","Lipscomb","","","","","","","","","","","","","","","","","ATL"
"1971","NBA","11","172","Levi Wyatt","Alcorn State","","","","","","","","","","","","","","","","","ATL"
"1971","NBA","12","186","Roger Moore","Columbus State University","","","","","","","","","","","","","","","","","ATL"
"1971","NBA","13","198","Ed Jenkins","Shaw College (MI)","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1970","NBA","1","3","Pete Maravich","LSU","658","24316","15948","2747","3563",".441","",".820","37.0","24.2","4.2","5.4","46.7",".092","0.2","8.9","ATL"
"1970","NBA","1","14","John Vallely","UCLA","100","796","359","66","84",".379","",".721","8.0","3.6","0.7","0.8","-0.3","-0.020","","","ATL"
"1970","NBA","2","31","Dan Hester","LSU","","","","","","","","","","","","","","","","","ATL"
"1970","NBA","4","65","Fred Davis","Howard Payne University","","","","","","","","","","","","","","","","","ATL"
"1970","NBA","5","82","Bob Riley","Mount St. Mary's University","7","39","13","12","1",".444","",".556","5.6","1.9","1.7","0.1","0.0",".056","","","ATL"
"1970","NBA","6","99","Dave Parker","Windham College","","","","","","","","","","","","","","","","","ATL"
"1970","NBA","7","116","John Shinall","Jackson State University","","","","","","","","","","","","","","","","","ATL"
"1970","NBA","8","133","Herb White","Georgia","38","315","90","48","47",".405","",".564","8.3","2.4","1.3","1.2","0.1",".013","","","ATL"
"1970","NBA","9","150","Larry Jackson","Sul Ross State University","","","","","","","","","","","","","","","","","ATL"
"1970","NBA","10","167","Manuel Raga","","","","","","","","","","","","","","","","","","ATL"
"1970","NBA","11","182","Dino Meneghin","","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1969","NBA","1","10","Butch Beard","Louisville","605","14283","5622","2042","2189",".487","",".771","23.6","9.3","3.4","3.6","32.8",".110","0.6","6.2","ATL"
"1969","NBA","2","25","Wally Anderzunas (↳CIN)","Creighton","44","370","159","82","9",".392","",".630","8.4","3.6","1.9","0.2","-0.2","-0.023","","","ATL"
"1969","NBA","4","53","Billy Hann","Tennessee","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","4","55","Don Griffin","Stanford","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","5","67","Mike Mitchell","West Texas A&M University","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","6","81","Guy Mackner","South Dakota State","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","7","95","Bob Bundy","Vanderbilt","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","8","109","Bob Christian","Grambling State University","246","3012","942","1002","203",".486","",".704","12.2","3.8","4.1","0.8","5.7",".091","-1.9","0.0","ATL"
"1969","NBA","9","123","Pete Gayeska","UMass","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","10","137","Dick Stewart","Rutgers University","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","11","151","Loran Bracci","Cal State Northridge","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","12","164","Dave Jones","University of La Verne","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","13","176","Dick Barton","University of California, Riverside","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","14","185","Mike Dahl","Oglethorpe University","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","15","193","Norm Carmichael","Virginia","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","16","199","Buddy Cornelius","Jacksonville State University","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","17","205","John Tolmie","United States Naval Academy","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","18","210","Cliff Parsons","Air Force","","","","","","","","","","","","","","","","","ATL"
"1969","NBA","19","214","Grady O'Malley","Manhattan College","24","113","50","26","10",".350","",".421","4.7","2.1","1.1","0.4","-0.3","-0.136","","","ATL"
"1969","NBA","20","217","Carl Rodwell","University of California, Riverside","","","","","","","","","","","","","","","","","ATL"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","ATL"
"1968","NBA","1","13","Skip Harlicka","South Carolina","26","218","106","16","37",".456","",".774","8.4","4.1","0.6","1.4","0.5",".119","","","ATL"
"1968","NBA","4","47","Bob Warren","Vanderbilt","","","","","","","","","","","","","","","","","ATL"
"1968","NBA","5","61","Rusty Parker","Miami (FL)","","","","","","","","","","","","","","","","","ATL"
